"","pprice","pdescrip"
"138"," $179.00 USD","
                            Large Abstract Painting, Geometric art, 28X40 large wall art, MADE TO ORDER, mid century modern art, Blue grey, Acrylic painting by A.F. DuealberiThis listing is for a custom made painting similar to this recently sold painting that you see here. Please allow 10-14 days for completion of the painting. Pictures will be sent prior to shipment for your approval. This painting can be created at any size to fit your decor needs. Please contact us for other sizeTITLE: On The Beach 06MEDIA: Acrylic on paper. SIZE: 27.5 x 39.4""  (70 x 100 cm). SUPPORT:  High quality archival paper 300 gsm. This paper board is natural white, acid free, lightfast and age resistant.STYLE: Modern ContemporarySUBJECT: AbstractDATE:2015REVERSE: Signature + Date + Certificate of AuthenticitySHIPPING: Fedex International - Tracking Code - Packed carefully and rolled in a sturdy tube - Transit time is 5 business days worldwide - Signature required upon delivery.We are full time artists entirely dedicated to the creation of contemporary abstract artworks, having our studio based in Rome Italy, with over 1000 artworks sold worldwide to art collectors throughout the U.S., Canada, Brazil, Japan, Australia, New Zealand, Netherlands, Ireland, France, Italy, Austria, Portugal, Germany, Greece, Norway, Peru, Japan, Singapore, and the United Arab Emirates.Thank you for you interest in our work.Please let us know if you have any questions. We are always happy to assist you quickly.Enter our shop here: DUEALBERI.etsy.comCopyright© DUEALBERI 2014, All Rights Reserved.            
        "
"139","25.00","
                            This painting is a depiction of a Mountain Gorilla and is titled ""SILVERBACK"". There are fewer than 800 of these incredible animals left in the world and I have been meaning to paint one for some time now. I was really pleased with this one.""SILVERBACK""  signed and numbered limited edition giclee print. Edition limited to 400.Printed on high quality textured watercolor paper with archival Epson inks. Professionally packaged for shipment and safe shipment.Other sizes available - I am happy to do custom sizes too.Thanks for looking!!Copyright Dean Crouser.            
        "
"140","35.00","
                            The perfect keepsake for both new and experienced parents. Your personalized touches will make this bird family painting brim with originality and warmth. You pick the background wording, colors and number of birds to create a  one-of-a-kind piece that's just as unique as your family. Do you have a special song, story or lyrics that you want to integrate into your home? Then this is the piece for you!▲HOW TO ORDER & PERSONALIZE▲At checkout, please leave the following in the ""Note to Sasperry Designs"":1. Words for the background (Lyrics, Story, Vows, Poem, Quote etc)2. 3 or 4 leaf colors3. Bird color4. OPTIONAL - Birth dates for tree trunk (as shown) Quote or names can also be done. ▲ PAINTING▲Title: This Little Love✓Original acrylic and ink painting✓Professional quality, thick, archival paper ✓Signed front and back✓Perfect for framing (frame not included)▲SIZE AND PRICE▲ Paper - This listing 35.00 - 5'' x 7''  40.00 - 8'' x 10'' 60.00 - 11'' x 14'' 90.00 - 16'' x 20''Canvas - https://www.etsy.com/listing/272639668/personalized-anniversary-gift-for?ref=shop_home_active_160.00 - 8'' x 10'' 60.00 - 9'' x 12'' 80.00 - 12'' x 16'' Prices in USD▲TURNAROUND & SHIPPING▲A proof will be sent to you in approximately 1-2 weeks. From there your painting will be packaged with the utmost care and shipped to you through Canada Post. See delivery times here: www.etsy.com/shop/SasperryDesigns/policy?ref=shopinfo_policies_leftnavNeed your order sooner? No problem! Rush orders are also available.▲SHOP MORE ENGAGEMENT AND WEDDING GIFTS https://www.etsy.com/shop/SasperryDesigns?section_id=14885199&ref=shopsection_leftnav_2▲SHOP MORE SASPERRY DESIGNS sasperrydesigns.etsy.comCopyright 2016 Sarah C. PilonThe artist reserves all reproduction rights. No work may be reproduced in any manner whatsoever with out express, written consent of the artist.            
        "
"141","49.00","
                            ""Backlit Beauty""  This is a quality giclee print made from an original watercolor painting. It depicts a white peony, dramatically lit from behind by the sun.  The image is 12"" x 16"" on 13"" x 19"" paper.  It comes hand signed and numbered and is from an edition limited to 500. Prints are unmatted but you may add a white conservation mat and foamcore backing at checkout for an additional $20.  Matted prints will be 16x20 and will fit standard size frames. The photo shows how yours will be signed. I usually place the numbers near the signature within the image.  If you would prefer it to be on the back or in the bottom white border, just let me know.  My prints are made with archival inks on 100% cotton rag, acid free, Epson Velvet fine art paper.  It will come to you well protected in a plastic sleeve, backed by cardboard. Watermark (Cathy Hillegas Watercolors) does not appear on prints.    This also comes in a smaller print (8x10) here:https://www.etsy.com/listing/78829925/white-peony-art-watercolor-print-by?ref=shop_home_active_2 or in a larger version (16x22) here:https://www.etsy.com/listing/111641783/peony-watercolor-painting-print-16-x-22?ref=shop_home_active  This image looks great with its companion piece, ""June Light"", my other peony painting which is available at this listing:  https://www.etsy.com/listing/70481303/white-peony-watercolor-print-of-an. The original painting has been sold.Visit the rest of my shop here:https://www.etsy.com/shop/CathyHillegasPlease contact me if you have any questions.            
        "
"142"," $199.00 USD","
                            "" Red Cherry Blossoms ""Acrylic Painting, Abstract Painting, Wall Decor, Wall Hangings, Flower paintings, Large Painting, Canvas Art; Wall Art, FREE SHIPPINGAcrylic hand painted criginal; canvas on thick, high-quality stretcher bars; sides are painted; ready to hang up; paints are free from  solventsThe size of the painting:50 x 70 cm20"" x 28""The main colors of the artwork are white, red, gray, black and rose.Welcome to my online- gallery!My name is Edelgard Schroer. I was born in Moers as grandchild of Johann Keuten, a well-known artist in the Niederrhein area. In 2003, after extensive studying and co-working with the designer and artist Jean Pellen in Düsseldorf, I opened my own art gallery. My works cover a wide range of diverse styles from abstract to even floral motives. My style is varied, I do not like to paint within the same medium.Unique to all of my paintings, you will discover in each one a sensual expression of the joy of living.My paintings are all one of a kind, no prints or giclees in any kind.My gallery is located in the heart of the rural country Geldern, close to the Dutch border. Here my work is exhibited in a spacious 120qm area.I hope, you enjoy the journey through my world of colors and I thank you very much for looking.If you have any questions, please contact me. I look forward to your mails!Best greetings from germany,Edelgard SchroerPerhaps you want to become a facebook- fan?https://de-de.facebook.com/ArkadenGaleriehttps://www.etsy.com/shop/EttisGalleryPlease take a look at my second shop to see more affordable art:https://www.etsy.com/shop/Ettisart?-----------------------------------ON SALE------------------------------------Visit my shop, you will see, I can offer you many different styles!            
        "
"143"," $49.00 USD","
                            Jungle inspired original abstract art painting on canvas 5.5x9 with copper foilM A T E R I A L S //- 5.5 x 9in canvas- Acrylic paint- Copper foil- GlossS H I P P I N G //- Canvas is protected with bubble wrap and cardboard- Ships from Paris, France            
        "
"144","25.00","
                            ""EASTERN BLUEBIRD"" ""giclee print from original watercolor painting by Dean Crouser (original has been sold). Tried to keep the painting loose and spontaneous with lots of color.""EASTERN BLUEBIRD"", signed & numbered by the artist, edition limited to 400.Available in a variety of sizes which can be seen on the drop down menu.Printed on high quality textured fine art watercolor paper with archival ink. Professionally packaged for safe shipping.Also available in tiles, greeting cards and coasters - just ask!Copyright Dean Crouser 2007 - 2012.            
        "
"145","83.00","
                            Custom Oil Painting painted in photorealistic style.  I offer a unique opportunity to get your favorite photographs crafted into elegant, one of a kind hand-painted portraits by a professional portrait artist with 20+ years experience.  	Portraits in all shapes and sizes.   Scroll down to see recommended sizes. 	Arrives in 2-4 weeks	Trained professional artist	Custom creation – change background, add color etc to any painting	Worldwide shipping	100% satisfaction guaranteed The processStep 1 – The Ordering ProcessAll photographs can be turned into stunning original works of art. If you are unsure of your choice, contact me and let me help you decide. I have a trained eye and can guide you in selecting the right photograph that will look most striking as an oil portrait (facial details look best with medium to large sized paintings).Step 2 – The Painting ProcessYou’ve placed your order, and now my work begins. I use very high quality canvas and paint materials to bring your photograph to life. I capture your special moment in stunning oils in a process that uses a trained eye and a steady hand.  Most portraits can be finished within a 5-8 days although some extra time might be needed for drying. Step 3 – DeliveryI have the finished painting either carefully rolled in a secure tube, gallery wrapped or  framed(extra cost; see below) and securely packaged, ready to hang.  A little about me My name is Natalia.  I’ve been painting since I can remember.  Painting has allowed me to meet very interesting people and travel the world, although today I find myself in Toronto, Ontario.  I feel truly blessed that my passion has allowed me to support myself and my family for so many years.Painting is my life and passion!  Whether it be a pet, baby or newly wed couple, nothing excites me more than seeing my clients’ reaction.  Up until now I have worked exclusively with photographers, designers, wedding planners and galleries; I’m very excited to be sharing my passion with the Etsy community.  I am offering my custom art works for almost half of what I normally charge my clients (this won’t last forever, so act fast ).Recommended Sizes11x14   12x12   12x16   16x16   16x20   20x24   24x24   24x30   30x30   30x40   36x48   Gallery wrapping  Your finished painting is stretched onto a solid wood frame with the canvas wrapped around the back and hanging hardware attached.  It arrives ready to enjoy and hang.$29+FramingI work very closely with my preferred framer that has framed 100’s of my paintings; his price and craftsmanship is hard to beat. Your local framer would charge you close to twice the amount.  Convo me if you’re interested in having your artwork framed.   $119+            
        "
"146"," $42.00 USD","
                            ✪✪✪✪ 25% OFF SALE ENDING SOON ✪✪ Use the coupon MARCH25 at checkout, below payment options. ✪✪✪✪TWO great sheep PRINTS for a child's room or nursery; your room could instantly be decorated.  These 11x14 prints usually cost $50, when you buy this set you get them for $42 and pay only one shipping cost.♥These ART PRINTS are created from my original watercolor. I use two heavy-weight, acid-free papers for my prints...either a white linen paper or a bright white, smooth paper.   I choose whichever paper best enhances each print. The colors are extremely rich..♥These TWO 11x14"" horizontal prints are mailed in cellophane, backed with heavy tag board, and packaged in a stiff cardboard mailer. ♥The prints are sent 1-3 days after payment is received. (EXCEPT during major holidays; I mail out the next day so you can receive your art quickly.) Please see shipping policies for current mailing time.♥A watermark does not appear on your prints. Any framed pictures are for example only.♥◾♥◾♥◾♥◾Do you want this art LARGER? or on CANVAS?  Click on this link for more information. https://www.etsy.com/listing/180589349/sheep-nursery-art-on-canvas-nursery-art?ref=shop_home_active_1PLEASE ENTER MY SHOP HERE: http://www.rachellelevingston.etsy.com♥Your satisfaction is guaranteed- please contact me about any problems.       ✪✪✪✪Like me on FACEBOOK for coupons and giveaways https://www.facebook.com/pages/Rachelle-Levingston-Watercolors/168376129883601And please join my EMAIL LIST. (Paste this link in your browser) http://eepurl.com/Fhp            
        "
"147"," $449.00 USD","
                            ""Mosaique in Silver ""Acrylic Painting Large Painting Abstract Wall Art Canvas Art Wall Deco Textured White Metallic Silver Squares 4 parts Ready to HangAcrylic hand painted criginal; canvas on stretcher bars; sides are painted white; ready to hang up; paints are free from  solventsThe size of the painting:4 parts, parts each 30 x 80 cm 4 parts, parts each 12 x 32 x 1,57"" paints in silver and whiteWelcome to my online- gallery!My name is Edelgard Schroer. I was born in Moers as grandchild of Johann Keuten, a well-known artist in the Niederrhein area. In 2003, after extensive studying and co-working with the designer and artist Jean Pellen in Düsseldorf, I opened my own art gallery. My works cover a wide range of diverse styles from abstract to even floral motives. My style is varied, I do not like to paint within the same medium.Unique to all of my paintings, you will discover in each one a sensual expression of the joy of living.My paintings are all one of a kind, no prints or giclees in any kind.My gallery is located in the heart of the rural country Geldern, close to the Dutch border. Here my work is exhibited in a spacious 120qm area.I hope, you enjoy the journey through my world of colors and I thank you very much for looking.If you have any questions, please contact me. I look forward to your mails!Best greetings from germany,Edelgard SchroerPlease take a look at my second shop to see more affordable art:https://www.etsy.com/shop/EttisartPlease visit me in my shop:https://www.etsy.com/shop/EttisGalleryPerhaps you want to become a facebook- fan?https://de-de.facebook.com/ArkadenGalerie-----------------------ON SALE--------------------------Take a look at my shop, you will see, I can offer you many different styles!            
        "
"148"," $96.38 USD","
                            Title ""Fletcher's Frog""Dimensions 68 x 98 cm, framedPrice not inc postage.This is a hand drawn Pastel painting on gesso/ink on paper, currently framed. This is quite a LARGE painting, but if you are a frog person, then it's all good.All my framed artworks are wrapped carefully, padded to protect from damage, and boxed to protect from further damage.Note: The blue lines across the middle are from the photography, reflections on the glass of the frame. They are not there in real life!            
        "
"149"," $362.63 USD","
                            This hand-painted bear and salmon of wisdom design is an example of the shamanic drum artwork I can create. If you are interested in a custom design I can work to your requirements or intuitively bring through relevant imagery or symbolism personal to you. A design painted to order starts at  £220 on a 14"" drum or £250 on a 16"" drum. (price includes the drum) Each drum is carefully handcrafted with intent and ceremony, they are made from Red Deer hide and an Ash hoop. (A beater can be added to the order for £15)  I also offer designs on a 14"" synthetic drum.  The artworks are painted in acrylic which gives a durable finish for drumming. Orders take between 4-6 weeks.   Feel free to contact me about the full options available.            
        "
"150"," $32.00 USD","
                            "" Sunset Ridge""Giclee edition print - printed especially for you!The second photo from the top shows the print in the matte. The signature and title will be added per order, so that's not shown in the photo. I have also included a photo of what this might look like framed and hung in a room setting! image size:8” x 10”matte size / frame size11” x 14”A stock size frame should be easy to find, and you can just pop this print right in! Each print is signed and titled on the matte.  Each print includes foamcore backing, mounted print, matte and is individually bagged in acetate. The mattes I use are all white – white reflects color from surrounding objects, so no matter where you hang this print or want to move it around your home, the matte will pick up reflected color from the room! Plus, it really makes the color in the prints pop. This print will be made specifically for you!Specifics:This print is reproduced from an original painting by me, Jan Schmuckal. It is printed in-house on lovely,  Epson matte paper. I experimented with many different papers before I settled on this one:It is archival,water-resistant,fade-resistant,and has a beautiful richness!My prints are made using Epson Pigment Inks, which are tested and guaranteed not to fade for at least 120+ years.COPYRIGHT: I retain all copyrights to my artwork.VISA MASTERCARD DISCOVER PAYPAL ECHECKInternational Customers: My shipping prices reflect US and Canada. Please contact me for shipping prices per order!I use the Secure Server site Paypal, which accepts credit cards and e-checks. You do not have to have a PayPal Account to use your credit card or bank account to pay! When you checkout, choose Paypal, select the option ""I do not have a PayPal account"", then click ""continue"" and follow the instructions.ALL MATTED PRINTS SHIP VIA USPS PRIORITY MAIL - you are paying actual shipping costs plus materials for shipping.            
        "
"151"," $115.00 USD","
                            ORIGINAL ABSTRACT MODERN ARTAbstract painting on stretched canvas- ready to hang.This painting is 100% handmade, original artwork.Acrylic on STRETCHED canvas - READY TO HANGSIZE: 35""x 35""x 2"" cm / 13,78 x 13,78 x 0,78 inchMEDIUM: Acrylic on stretched canvasSides are painted too/ You don´t need to frame the paintingAll my paintings are protected from UV rays and dust with coats of satin varnish. I work only with high quality materials and professional colors.This painting is signed on the back.SHIPPING: International - carefully packed.All items are shipped as soon as possible- I ship out your paintings within 1-2 business days after I receive your payment.Estimated delivery between 3-14 business days.Other items from my shop on: https://www.etsy.com/shop/Svetlansa?ref=hdr_shop_menuThanks for your visit :)Svetlansa            
        "
"152","55.00","
                            Fern Painting Green Abstract Leaf Watercolor Decor. Set of 4 Green Leaves Kitchen Wall Art Prints. Ferns Illustration Living Room Decor. Gift Idea for Women. A price is for the set of 4 different Fern Art Prints as shown on the first photo.Type of paper:Prints up to (42x29,7cm) 11x16 inch size are printed on Archival Acid Free 270g/m2 White Watercolor Fine Art Paper and retains the look of original painting.Larger prints are printed on 200g/m2 White Semi-Glossy Poster Paper.Colors:Archival high-quality 10-cartridge Canon Lucia Pigment Inks with a droplet size of 4.0pl and chroma optimizer for long lasting true color prints.Please note that the frames here are not included in the sale, it’s for illustrative purposes only.Prints in my shop are unique handmade items. I paint all the paintings myself. You receive one-of-a-kind high quality giclee fine art prints of my archival drawings.Watercolor silhouettes:https://www.etsy.com/shop/SilhouetownWatercolor paintings:https://www.etsy.com/shop/ColorWatercolorWatercolor Blog:http://watercolor-paintings-gallery.com/            
        "
"153","92.90","
                            "" Shimmer Shimmer 3""This is a limited edition fine art giclee print. It is printed on either Cotton Rag Paper or CanvasSizes in Fine Art Paper (image size)16 x 20""22 x 30""30 x 40""Sizes in Canvas (image size)30 x 40""36 x 48""40 x 53""The Fine Art Paper has a flat, matte finish and comes with a white inch border. It will be signed, numbered and titled by me underneath the image area in the white border. The Canvas prints also have a flat, matte finish and come with a 2 inch border for stretching. It will be titled, numbered and signed by me on the back of the canvas. The prices can be found over on the right in the 'dimensions' drop down bar.All prints(paper and canvas) are sent rolled in a sturdy tube with tracking number.***Please note the frame in the photo is for illustrative purposes only and is not included**** FRAMING TIPS FOR PRINTS ( or Frequently Asked Questions!)1. Both paper and canvas prints come rolled and will be need to be taken to your local framers2. Canvas prints have a varnish applied to protect against UV damage, moisture and dust.3. Paper prints need to be framed behind glass to protect against UV damage, moisture and dust.4. Canvas prints need to be stretched at your framers. Once stretched, they are ready to hang but a simple box frame or floating frame can be placed around them if you like  - I like a simple box frame but it's down to personal taste :-)5. Paper prints can be framed with or without a mount.( I like them framed with a mount)6. My favourite frame finishes to use are limed effect, white, light oak, pewter silver or gold but that's just me:-)Have a look at the rest of my prints here....https://www.etsy.com/shop/LolaDonoghue?section_id=13239341&ref=shopsection_leftnav_1And here are my original paintings....https://www.etsy.com/shop/LolaDonoghue?section_id=13876039&ref=shopsection_leftnav_2Thanks for supporting my work.            
        "
"154","2.95","
                            ::::::::::::::::::::::::::::::::PROSCIUTTOJOJO::::::::::::::::::::::::::::::::::::::::.	1. My tattoos are printed with non-toxic ink and are are safe for children 5 years .	2. You will get all tattoo as the last picture show..	3. All  temporary tattoo are high quality and made by prosciuttojojo'shop..	4 .There is a ruler in last picture,it shows  the size of temporary tattoo.::::SHIPPING NOTICE::::(Please note that we  provide tracking number for order )because the package is sent by registered mail ,so the first item Shipping cost: 3.5 USDeach additional one shipping cost:   0.1 USDOrders will be shipped by Standard Airmail (with tracking number) by china post air mail after payment is confirmed. It usually takes around 10 - 14 business days (approx. 2 weeks) for international shipment.Orders will be shipped within 2-3 business days after payment is confirmed by air mail. It usually takes around 10 - 14 business days for shipment arrival .*NOTE: The timings are given as an estimation. Any delay at the destination countries are beyond my control. Delivery will be subjected to custom clearance/checks if any which can take up more time. Buyers are responsible for any duties or custom charges that may be incurred.::::DIRECTIONS OF USE::::How long do the tattoos last?Our temporary tattoos usually last up to 4 to 9 days depending on the applicable area.Easy Application:.	1. Cut out the tattoo of your choice and remove the protective clear transparent cover..	2. Place the tattoo face down on to the desired applicable area you wish to apply..	3. Soak a sponge with regular water and wet the surface of the tattoo thoroughly..	4. Wait 20-30 seconds and then remove the tattoo paper..	5. Allow the tattoo to dry before touching the tattoo or wearing cloths over the applied area.Remove temporary tattoos:.	1. Rub the tattoo with alcohol or baby oil and then wait 10 seconds..	2. Rub again gently and repeatedly until the tattoo has disappeared::::::::::::::::::::::::::::::::PROSCIUTTOJOJO::::::::::::::::::::::::::::::::::::::::            
        "
"155","57.83","
                            Title ""Bruce on Grey #4""Dimensions 35 x 25cm, unframedPrice not incl postageBruce (the Bear) again, softly softly...Most of my pastel paintings are shipped flat, with a sheet of glassine paper protecting the picture. This is then placed between two sheets of cardboard, sealed to prevent movement, then wrapped. All care is taken to ensure arrival of painting undamaged. These paintings are best then taken to a picture framer to be framed correctly. If you wish to purchase this item already framed, please allow an additional 3 - 4 weeks to allow for framing and dispatch. Framed items will be wrapped, padded, and boxed for extra safety. If you are requiring the item to be framed, additional postage fees apply.Note: The pencil line visible around the edge is to assist  with the framing.            
        "
"156","15.00","
                            This is an Archival Print of my original watercolor painting ""6 Feathers"" with minimal digital art enhancement and editing. Signed on the front.Artwork Dimensions: 5”x7” (with a extra small border for framing - printed on A5 / 8.3 x 5.8 inch)My archival prints are high quality and are professionally printed with archival pigment inks on a heavy weight, archival and acid free paper.Frame and matte are for demonstration purposes only. Your print will arrive ready for your own special touch and will fit perfectly in either a 5x7 or A5 frame.All art is safely packaged in a clear protective sleeve within a stay flat mailer to reach you in perfect condition. Package shipped by International Registered Airmail with Tracking.(also available in 8x10)--- click here for more prints: elfshoppe.etsy.com ------ for other feather prints : http://www.etsy.com/shop/ElfShoppe?section_id=13748579 ---Please feel free to contact me with any questions.Thanks for visiting Elf Shoppe!A84            
        "
"157","30.00","
                            Measures 17 x 21, trimmed in reclaimed wood. Picture shows this as a darker blue than it really is. Can add hanger upon request!            
        "
"158","499.00","
                            100% Hand painted ORIGINAL - High quality and gorgeous! ================================================•••DESCRIPTION•••~TITLE: ""We Always Knew""  ~SIZE: 36"" X 36"" X 7/8""  gallery canvas - ready to hang!~MEDIUM: Acrylic, Oil, HIGH GLOSS FINISH.~MAIN COLORS: Ocean blue, sky blue, coffee and white.  ________________________________________________•••SHIPPING•••FAST SHIPPING~Due to the large size I can only ship within the US mainland and Canada.~SHIPPING•• I ship FedEx ground within the US lower 48 and UPS to Canada. International buyers please understand that any taxes, duties and brokerage fees are the responsibility of the buyer and I have no knowledge or control over those fees. _________________________________________••• EXTRA INFO •••__________________________________________~YOU WILL FLIP OVER THE QUALITY!~From my signature Diepte Kleur collection~Every painting is made with great care only using high quality materials.~Canvas: Gallery wrapped canvas ready to hang.~A varnish top coat is applied to protect from pollutants and offer UV filtering to insure the longevity of your investment.~Paintings are signed on the front with signature, date and title on the back.~Colors may vary slightly due to different computer monitors.~A CERTIFICATE OF AUTHENTICITY is included.If you have any questions please feel free to email me anytime..:)More paintings please click here: www.etsy.com/shop/originalmodernart2016 © Bethany Sky Whitman All Rights Reserved •♥• ""Thank you for stopping by and viewing my art!"" •♥•            
        "
"159","68.80","
                            Large abstract wall art for teal or turquoise home or office decor. Colors include teal green, aloe, aqua, teal blue, turquoise, navy and manganese blue.☼ Titled: ""Sand Castles"" ►► DETAILS ►► PLEASE READ ►►☼ Medium: Giclée canvas print of original painting by Denise Cunniff. ☼ Finish: High quality 1.5"" deep gallery wrapped canvas print. No need for a frame - just hang it and love it. Edges will be printed to match the front (mirror wrap) and clear coat will be added to seal the artwork and protect your investment. Hanging hardware will already be installed for you.☼ Sizes available (height x width): 8x16”, 12x24"", 15x30"", 16x32"", 18x36”, 20x40"", 24x48"", 27x54”, 30x60"", or 36x72"".☼ Canvas prints are made to order and considered a custom product, so if you're not sure which size is best for the space, please consider taping some paper together to create a mockup of the size you're considering, and then tape that paper onto the wall. This will give you a good idea of how that size will work. If needed, add more paper until you determine the best fit.► MORE OPTIONS☼ Original painting of this artwork: https://www.etsy.com/listing/196377340☼ More artwork in these colors: https://www.etsy.com/shop/ArtFromDenise?section_id=13979984&ref=shopsection_leftnav_2►ARE YOU LOOKING FOR SPECIFIC COLORS?If you need to know if this artwork will blend with your colors, you can purchase the following color proof (you’ll need to include the link to this artwork in “notes to seller”)https://www.etsy.com/listing/197689175NOTE: Colors on your computer monitor may show up slightly different that an actual artwork is. If you need an exact color match, please consider commissioning a custom painting. ►► MORE HOME DECOR PRODUCTS with this art image ►►Canvas art: https://www.etsy.com/listing/196376428Shower curtain: https://www.etsy.com/listing/259224442Duvet cover: https://www.etsy.com/listing/259224932Pillow shams: https://www.etsy.com/listing/259120727Throw pillows: https://www.etsy.com/listing/259121009Accessory/Cosmetic bags: https://www.etsy.com/listing/259226048Adjustable tote: https://www.etsy.com/listing/259121843Wall tapestry: https://www.etsy.com/listing/259224662► DON'T LET IT SLIP AWAY!☼ Want to save this item for later? Click on the heart that says ""Add Item to Favorites.""☼ Have a question? Send me a message by clicking the small “ask a question” button.☼ Questions about how to buy? http://www.etsy.com/help_guide_checkout.php► WANT TO SAVE THIS LINK to ArtFromDenise?Click on the ""Add to Favorites"" heart on the left column of my home page.You might also want to keep this shop in mind for personalized hostess, anniversary and wedding gifts.http://artfromdenise.etsy.com► RETURN POLICIES, SHIPPING, & CUSTOM ORDERShttps://www.etsy.com/shop/ArtFromDenise/policy?ref=shopinfo_policies_leftnavNOTE: ArtFromDenise is a very small company and all prints are made to order - one at a time - in a size that will be printed just for you. In other words, canvas prints are a CUSTOM ORDERED PRODUCT. They're also created by another company which Denise has to pay when the order for your print is placed. Because inventory costs are high, ArtFromDenise doesn't hold prints in stock or offer refunds for custom ordered products, so please be aware of the following:No refunds will be issued because the customer ordered a print in the wrong size or color. (An easy way to determine the right size is provided above and color proofs are available.)► COPYRIGHT NOTICE: This image has been filed and is protected under copyright laws and may not be reproduced or copied in any way. By purchasing this listing, you will own this one piece of art, but not the rights to reproduce it. By law, Denise Cunniff retains all rights to reproduction of this artwork. Any attempt to copy, reproduce or create derivative works from any of Denise Cunniff’s works of art displayed online will be legally prosecuted as stated by law. This is how I protect my business!But feel free to pin this listing to your pinterest boards! All I ask is that you credit me by including “original art by Denise Cunniff” in the copy description. I love pinterest and have tons of boards!► WHY I DO THISI’ve been a self-employed artist & interior decorator for 20+ years and have always loved to design and paint. All listings in my shop are new works that I started January 2013. Currently – aqua, teal, turquoise and tiffany blue are my favorite colors to work with, but jewel tones have always dominated my artwork. They make me happy!Speaking of happy... I believe that our homes should be sanctuaries that surrounds us with comfort, color, beauty and the things we love. The paintings that I create are meant to inspire and uplift, as well as enhance your interiors. If you feel an emotional connection to a work of ArtFromDenise, or you just LOVE the colors and the art makes you feel good, then consider treating yourself. Or maybe you're considering this artwork for a special gift. What you’re really investing in is what makes you or the recipient feel good. So, if you love it or you think they're going to love it – follow your instinct and buy it!► THANKS for your interest in ArtFromDenise and HAVE FUN SHOPPING!            
        "
"160","30.00","
                            Choose your favorite word, color and stain for a custom sign that speaks to you! This sign measures approximately 20 inches long by 5 inches wide.PLEASE READ ALL INFORMATION BELOW REGARDING OUR SIGNS.*************************************************************************Each sign is painted on quality wood. We use a rough cut cedar frame which we stain and distress for a more vintage look. We then finish each sign with a polyurethane top coat for long lasting protection.  Each sign is made carefully on real wood which has natural imperfections (nicks, wood knots, etc.) Every piece of wood takes the paint and stain process differently as well as each sign will have it's own distress pattern.  This is what makes each sign unique and one of a kind, so no two signs will be exactly alike.HANGING YOUR SIGN:Each sign hangs from the ledge of the back of the frame. We recommend using wall anchors and screws to hang your sign. No hardware is included.All designs and photos owned by The Artistic Word Studio, Copyright 2013-present. All Rights Reserved            
        "
"161","395.00","
                            Original Painting by Gabi GerSize:   42/40  Inch,  The painting was made using Amsterdam Acrylic Colors by Royal Talens, on proofed quality cotton Canvas, Extra Heavy Gel, Different Brushes, Painting Knife.  Finishing  with special water base, acrylic lacquer. Colors: orange/red, green, red, blue, light blue, yellow, white, grayEach painting my original and unique work. Signed on the front side.I welcome custom orders, in the size and format you like!The not stretched painting's shipping worldwide is free. To ensure the safe delivery the Canvas will be carefully rolled up in a quality heavy duty cardboard tube. The coiled Picture will be wrapped by Foam Foil and placed in a safe Carton Box.If You wish to buy a stretched and ready to hang Painting, please  additionally purchase this service from the Shipping Profile.The Stretcher is 1/2 Inch deep.Ready to hang stretched painting over 33 inches with edges painted, on Stretchers,  will be shipped by UPS Expedited Shipping 4-6 day delivery. Feel free to contact me with any of your questions.            
        "
"162","355.00","
                            Original abstract acrylic painting by Ava Avadon.This ad is for the re-creation of the painting, Sublime Landscape. Colors will be the same as in the original.  Slight variations in texture and brushstroke occur naturally and make each work unique.  An image of the new work will be sent to you for your approval before shipping.You may suggest another size, or another color scheme.Allow 4-6 weeks to complete.Please convo me with questions and suggestions.TITLE: Sublime Landscape 3DIMENSIONS: 30x30x1.5 inchesMEDIUM: Acrylic and polymer texture on GalleryWrap CanvasCOLORS: warm crimson, orange, sage, greensThe canvas sides are painted a neutral tone to match the painting.Wire attached.  Ready to hang.   No frame required.The surface is protected with Ultraviolet Varnish to block out sunlight.Rooms may not be to scale.  Images of rooms are added to suggest ideas for different size canvases in a setting.  Contact me if you are interested in a specific custom requirement.Thank you for viewing my art work.Ava Avadon            
        "
