"","pprice","pdescrip"
"179"," $17.20 USD","
                            A round patch inspired by Vincent van Goghs world famous Starry Night. This iron on applique will look great on your denim jacket, tote bag and most other textiles. The patch is hand embroidered with DMC embroidery floss on 100% cotton.PLEASE READ CAREFULLY BEFORE ORDERING*This item is listed made to order. *Please allow 1-2 weeks production time after I have received your payment. *Your patch will have the same design, size and embroidery floss used as in the original pictured above but please keep in mind slight differences may occur and no two patches are 100% identical. *I can substitute white embroidery floss for glow in the dark floss (dmc e940, 100% polyester) free of charge.*to keep the patches a bit more exclusive and to avoid reselling in bulk, you cant order more than three patches of the same kind.Measurementsroughly 2.1 x 2.1 inches (5.5 x 5.5 cm)The patches have an iron on layer, but it is recommended to stitch around the edge of the patch after applying to make it last longer on your favourite tote, denim jacket or collar.            
        "
"180"," $9.95 USD","
                            Sew-on personalized embroidered patch for memory shirt pillow or quilt.This sew-on embroidered patch is 4 5/8 inches x 4 5/8 inchesPlease write in the NOTE section at check-out the NAME you need on your patch or patches.  To purchase multiple patches:1.  Choose the number of patches you want to purchase, verse color and border color.2.  After you make you purchase, a NOTE box will pop up and you can leave your directions for each patch in this box.Example of instructions:   You purchase 4 patches 1 patch - Love, Daddy with navy blue border and verse 2 patches - Love, Grandpop with black border and verse 1 patch - Love, Billy and red border and versePlease leave your instructions in the NOTE section at check-out so your instructions will print out on the invoice.If you need a patch with a name at the top (the person receiving the pillow), please click on this linkwww.etsy.com/listing/259309623/memory-pillow-patch-patch-for-shirt?ref=shop_home_active_9Thank you so much!Your new personalized patch will be shipped USPS First Class Mail in a bubble mailer.  If you purchase 4 or more patches, I will ship your order USPS Priority Mail.Buyers from Europe, your package will be shipped First Class International Mail.  NOTE - you will probably have to pay additional customs fees on your patches at your local postal office.To visit my shop and view other patches, please click on this linkwww.etsy.com/shop/ChickaTweeBagsEtc            
        "
"181"," $12.95 USD","
                            The Pikes Peak Patch is part of The Colorado Collection - a collection of patches illustrating popular mountains in Colorado above 14,000 feet. Towering above Colorado Springs, Colorado, Pikes Peak is one of the most visited mountains not just in Colorado but in the world. Whether you are an avid mountain climber or just an avid collector, you won’t find an embroidered patch of this quality anywhere else! Features:- 3 x 2.875 inches- Colorful illustration of the iconic summit in exquisite detail- 100% embroidered with 8 brilliant colors- Altitude in feet and meters- Smooth, merrowed border to prevent loose threads- Iron-on backing for application to your favorite backpack / clothing            
        "
"182"," $4.35 USD","
                            GOOD KARMA patch by Life Club.Screen printed onto black canvas. Approx 13x3cm.🌿£1 from every sale goes to the F.R.I.E.N.D Farmed Animal Rescue Sanctuary in Kent, UK.🌿            
        "
"183"," $10.00 USD","
                            (PLEASE READ the note on the front page of my shop for important info/updates before you order.)The image of Bill Cipher that flashes at the end of the opening sequence of Gravity Falls. Patch is 3.5"" high and 3.5"" wide and is stitched on a ""tea-stain"" print flannel fabric.♥♥ This is a perpetual item meaning that I make them as they are ordered and I will never ""run out."" Etsy however makes you put down a number of what's ""in stock"" so they can collect their listing fees. ;) If you found this listing in a search and it says it is sold out, try visiting my actual shop to see if it has been relisted. Also, if you want to order more than the number listed, just drop me a note so I can list more for you. ♥♥My embroidered patches are made with polyester thread and are machine washable and dryable, as well as dry-cleanable. They come with iron-on backing by default. If you do not want this (for example if you know you are going to sew or glue it on) make sure to let me know and I will make you one without.Accepted payments are Paypal, money order, cashier's check, personal check, and cash.            
        "
"184"," $4.00 USD","
                            self made art patchmade to orderwith a pin on the back so you can also pin it on anywhere you like ♥size: length about 6.0cm            
        "
"185"," $4.35 USD","
                            Hand embroidered love heart shaped patch with the word c*nt sewn on in black thread. Approximately 2 inches            
        "
"186"," $8.00 USD","
                            Custom Embroidered Quality Patch, badge, Name Tag for your personal use, your business or for bikers. Sew on or Iron on Patch. Patch is 4"" x 2""At check out, please provide your Name, background color, Font and Thread color1 - Text on your patch2 - Background Fabric color: (choose: black, white, green, red, blue, gray)let us know if your need another color3 - Font Style4 - Thread colorPlease contact us if you need more than 12 patches for wholesale pricing . We also accommodate rush orders. Please contact us to confirm possible shipping service and fees.We accept PayPal for your payment. We usually ship via USPS First Class Mail within 3 business days. For International Buyers, please note that you are responsible of all customs and duty fees.Contact us if you need a custom patch with your logo.            
        "
"187"," $1.89 USD","
                            Description: Size : Approx. 3 2/8 x 2 1/8 inches Quantity   : 1 PCS Made in ThailandInstructionsIron on appliques and embroidered patch setting instructions using an Iron:Step 1: Set your hand iron at the hottest temperature setting. DO NOT USE STEAM DURING APPLICATION!Step 2: Spray water on the back of patch (glue side).Step 3: Place your applique or embroidered patch in the desired position and place a pressing cloth (such as a handkerchief, sheet or pillowcase fabric) over top.Step 4: Press the iron straight down for 35-45 seconds with as much constant pressure as possible. NO BACK AND FORTH.Step 5: Turn the garment inside-out and repeat steps 2 & 3.Step 6: Allow the applique or embroidered patch to cool down.Iron on appliques and embroidered patch setting instructions using a Heat Seal Machine:Step 1: Set your heat seal machine to 350 degrees.Step 2: Spray water on the back of patch (glue side).Step 3: Place your applique or embroidered patch in the desired position and place a pressing cloth (such as a handkerchief, sheet or pillowcase fabric) over top.Step 4: Press the iron down for 20 seconds.Step 5: Increase temperature to 375 degrees. Turn the garment inside-out and press for 15 more seconds.Step 6: Allow the applique or embroidered patch to cool down.SHIPPING POLICY: SHIPPING POLICY: US, CANADA, UK, GERMANY, AUSTRALIA and JAPAN Shipping cost and handling : US $1 and US $0.5 each additional items. The package will be shipped directly from Thailand via Economy Small package Airmail, No Tracking number and it will take about 3 - 4 weeks.Other countries Shipping cost and handling : US $3.5 and US $0.5 each additional items. The package will be shipped directly from Thailand via Economy Small package Airmail with Tracking number and it will take about 3 - 4 weeks.            
        "
"188"," $1.50 USD","
                            chris farley from tommy boy 1.25"" pinback button            
        "
"189"," $3.91 USD","
                            Tai Chi Patch Yin Yang Patch Embroidered Punk Iron On Sew On PatchIron on Backing----------------------------------------------------------------QUESTIONS?If you have questions about the products, please contact us, I am available around the clock. Etsy apps are awesome and I get your messages right away. ----------------------------------------------------------------How to Apply a PatchEach patch has an iron-on backing for an easy application. All you need is an iron and a towel or a cloth. Iron (highest temperature setting) the side of the bag/jacket to make sure it's warm, place the patch where you want to attach it and over a cloth or a towel make a few rounds of ironing the patch on. For more security and longevity, you can take the patch to your nearest dry cleaner or just sew it on yourself around the edges. ----------------------------------------------------------------            
        "
"190"," $8.00 USD","
                            Gruss vom Krampus!Digitally embroidered patch with merrowed border and an iron-on backing. Measures 3 x 3.5 inches.            
        "
"191"," $8.99 USD","
                            Tat Patch patches holes from the inside, peeking out. Now the ragged hole frames a tight, precision design -- 40 designs and counting!We’ve created a line of easy-to-apply patches (just stick them on your DRY garment and throw it in the dryer) that breathe new life into your holey jeans! Our designs are printed on comfortable, flexible sweatshirt fabric. We call Tat Patch “The Tattoo for your jeans” because we can print just about any high resolution design and you can put the Tat Patch wherever you want – just like a tattoo.Unlike the old iron-on patches, Tat Patches are made from comfortable, durable sweatshirt fabric. You'll love the way they feel against your skin. Better still, a Tat Patch stops the hole from ripping farther, holds on, and it's easy to apply. No sewing, no ironing.            
        "
"192"," $12.00 USD","
                            Smartest Rat in the sewer Embroidered PatchGray patch with black border and dark green lettersBrown rat has pink tail and ears.Sometimes It's a sewer out there. Let the world know who the smartest rat in that sewer is.round patch is 3.38 inches diameterSew on.            
        "
"193"," $5.73 USD","
                            These beautiful Iron on patches are back in stock! Check out the other listings for more patches.            
        "
"194"," $3.50 USD","
                            Patch featuring a beautiful Turkey Vulture in a heart. Design by Kate Dupre.Image is about 5 x 5 inchesBlack, white, and pink fabrics are light weight, olive fabric is medium weight canvas.            
        "
"195"," $5.99 USD","
                            Seal of New York Patch - Excelsion - Official State Seal            
        "
"196"," $25.00 USD","
                            When you purchase this listing you will receive two Rockerford Peach patches. The listing is for the patches only. ** like the patches but would like to have the whole uniform? Here are my listings for the whole uniform:https://www.etsy.com/listing/216224093/vintage-baseball-uniform-costume-size?ref=shop_home_active_1&ga_search_query=baseballhttps://www.etsy.com/listing/221665430/vintage-baseball-uniform-size-5-8?ref=shop_home_active_4&ga_search_query=baseballhttps://www.etsy.com/listing/235918911/adult-size-vintage-baseball-uniform-size?ref=shop_home_active_2&ga_search_query=baseball**All my items are made in a pet free smoke free home. **The patches are not iron on they are meant to be sewn on or you can use fabric glue to attach them. This is a made to order product and currently my turn around time is 2 weeks            
        "
"197"," $2.50 USD","
                            For your creative ideas. Use these patches to decorate clothing for cute, distinctive and unique.Other Style Patches You May Like：Punk/Skull/Cool Patches: https://www.etsy.com/shop/craftapplique?section_id=17692893&ref=shopsection_leftnav_1Band/Rock/Music/Patches: https://www.etsy.com/shop/craftapplique?section_id=17692895&ref=shopsection_leftnav_2Riding/Sport/Patches: https://www.etsy.com/shop/craftapplique?section_id=17692897&ref=shopsection_leftnav_3Role/Cartoon/Game Patches: https://www.etsy.com/shop/craftapplique?section_id=17689244&ref=shopsection_leftnav_4Cute/Funny/Animal Patches: https://www.etsy.com/shop/craftapplique?section_id=17711754&ref=shopsection_leftnav_6Letters/Numbers Patches:https://www.etsy.com/shop/craftapplique?section_id=17717166&ref=shopsection_leftnav_7Wholesale/Promotions Patches：https://www.etsy.com/shop/craftapplique?section_id=18307662&ref=shopsection_leftnav_8Other Style Badge Patches（Sea Anchor、Flag and so on）:https://www.etsy.com/shop/craftapplique?section_id=17720497&ref=shopsection_leftnav_8Thanks for visiting our store：https://www.etsy.com/shop/craftapplique?ref=hdr_shop_menuIRON-ON INSTRUCTIONSIf you have any questions ,please feel free to contact me1. Spray water on the back of embroidery.2. Place embroidery on garment.3. Set iron temperature for cotton.4. Cover embroidery with a piece of damp cloth.5. Iron for 10-15 seconds.6. Turn garment inside out and iron until dry.            
        "
"198"," $5.73 USD","
                            Seitan motif on black cotton. Crafted non-industrially in my apartment as screen print. White on black. Size of print approx. 9½ x 12½ inches. Margin to Edge of fabric varies from patch to patch, though it's never less than quarter of an inch.            
        "
"199"," $5.55 USD","
                            Classic high quality patch of the Flower of Life. Sacred geometry.Embroidered patchMeasures 3""Iron-on adhesive backing            
        "
"200"," $22.00 USD","
                            Hand stitched black and white tape with the line ""bitch don't kill my vibe"" stitched in the label. This lil bb can be shipped with a pin back attached! Leave a note! This piece is MADE TO ORDER. If you would like a different color for the tape, let me know! This patch is treated with no fray so the edges are secure! --------------------------------------------------------------Love music related embroidery? Check out these: Nicki 'Beez In The Trap' - https://www.etsy.com/listing/238883321/nicki-minaj-beez-in-the-trap-hand?ref=shop_home_active_3Kendrick Lamar Hoop: https://www.etsy.com/listing/231404849/kendrick-lamar-5-inch-rap-lyric-handmade?ref=shop_home_active_10Drake, Hotline Bling: https://www.etsy.com/listing/252300148/hotline-bling-floral-wreath-drake-rap?ref=shop_home_active_6The Weekend, Tell Your Friends - https://www.etsy.com/listing/247997488/hand-stitched-the-weeknd-lyrics?ref=shop_home_active_5Lil Kim, No Time - https://www.etsy.com/listing/237327805/lil-kim-rap-lyric-motivational-ombre?ref=shop_home_active_22Florence + The Machine, How Big How Blue How Beautiful: https://www.etsy.com/listing/248989103/florence-the-machine-how-big-how-blue?ref=shop_home_active_10Love the strawberry stick pin? It's listed in my shop here: https://www.etsy.com/listing/243747822/vintage-strawberry-gold-enamel-stick-pin?ref=shop_home_active_24            
        "
"201","9.99","
                            Vintage 1970's ''Chicano Power'' patch, measures at 3 inches. This patch would look good on jeans, cutoffs, overalls, jackets, and bags and more.  This is an unused Vintage patch.            
        "
"202","6.00","
                            PATCH SIZE: 4""w X 2""hPATCH COLOR(S): blackTHREAD COLOR(S): neon greenPLEASE READ! All U.S. orders for this item ship FREE via first class with NO tracking number. A reminder as mentioned in our shipping policies, we are NOT responsible for items lost in mail. There are NO refunds or free reorders if your order is lost. If you require a tracking number please contact us first before ordering. Adding the tracking number will be an additional charge of $3.50.            
        "
"203","7.99","
                            Moose Sew-On Applique Patch- 2 Available Sizes and 20 Available Body ColorsAntlers on all Moose Appliques will be GrayAppliques are made using a bubble dot minky and are ready to sew onto your project.            
        "
"204","3.00","
                            Newly updated with every option, here for the summer 2014 con season choose full  ""Yasogami Koutougakkou""/Yasogami High School text/emblem/collar sets for Persona 4 or just pieces. All are sewn high quality embroidery thread on felt (except text is sewn onto twill as it is more delicate) with iron-on backing, ready for your cosplay! Measurements are as follows:Yasogami Emblem (Male uniform): 2 1/2"" by 2 1/2""Yasogami Emblem (Female uniform): 2"" x 2"", better for fitting on the collarYasogami Text: 3"" by 3/4"" First Year Collar Numeral: 2"" by 3/4"" Second Year Collar Numeral: 2"" by 1 1/4""Collar Emblem: 2"" x 2""The SETS include 4 items: Male-style Yasogami emblem, Yasogami text, Collar Emblem, and Collar Numeral (depending on which year you order)If you would prefer a different color, just ask! If you would prefer a different size, please send us a custom request as it takes time to redigitize the image we have created for this.All orders will be sent via standard first class USPS. Quid vis? can't be held accountable for any lost or damaged items, sorry!            
        "
"205","4.00","
                            Hand-cut, hand-painted, and made to order. 7""x4"", black canvas with white fabric paint. Please allow 2-3 weeks for shipping.Private message if purchasing more than one for shipping discount.            
        "
"206","1.75","
                            wavves drip patchwhite acrylic on black canvasapproximately 2"" x 6""            
        "
"207","2.00","
                            ""St. Vincent"" patches that measure roughly 3.5 by 5 inches. You get 1 patch, and pick which one you want.Fabrics available are pink canvas, blue canvas, regular canvas, black canvas, and denim.Just select which fabric you want when you buy the patch, thanks!            
        "
"208","4.00","
                            ""I'm a pour devil, and my name is Titivillus, I must each day, bring my master a thousand pokes full of failings and negligences in syllables and words.""We have all suffered from the mischief of Titivillus, the Typo Monster. For every publication or finished document, there will always be one typographical error and it will remain hidden until well past the chance of correction. Every time it occurs it is like a little scar on our soul, regardless of its merits, we stop seeing the finished product except for the one egregious error, even if it is just a 'thhe' or a 'it's' when an 'its' was required. Thank you Typo Monster, your job is done here.Why not commemorate this life altering experience with the Typo Monster Life Experience Merit Badge? An 1.5"" round embroidered patch just like the traditional merit badge. Can be discretely added to your work apron, book bag or fuzzy bathrobe.Titivillus (the Typo Monster) was a demon said to work on behalf of the Devil to introduce errors into the work of scribes. The first reference to Titivillus by name occurred in Tractatus de Penitentia, c. 1285, by Johannes Galensis He has been called the ""patron demon of scribes,"" as Titivillus provides an easy excuse for the errors that are bound to creep into manuscripts as they are copied. He gained a broader role as a subversive figure of physical comedy, with satirical commentary on human vanities, in late medieval English pageants, such as the Iudicium that finishes the Towneley Cycle.He plays an antagonistic role in the Medieval English play Mankind. In an anonymous fifteenth-century English devotional treatise, Myroure of Oure Ladye, Titivillus introduced himself thus (I.xx.54): ""I am a poure dyuel, and my name ys Tytyvyllus ... I muste eche day ... brynge my master a thousande pokes full of faylynges, and of neglygences in syllables and wordes."" The best modern study of Titivillus is a scholarly one: Margaret Jennings's article ""Tutivillus: The Literary Career of the Recording Demon,"" in Studies in Philology 74, no. 5 (December 1977).These are 1.5"" round, SEW ON patches.            
        "
"209","12.00","
                            This is an 80s inspired bubblegum patch, it measures 9.cm wide and 4cm high. Designed on embroidery software from my drawing and digitally embroidered with matte frosted thread!            
        "
"210","9.00","
                            Hand embroidered felt and fabric patch2-inches in diameterSew to attach            
        "
"211","7.85","
                            We Want World Peace sew-on or iron-on twill fabric with black border.  Our world peace patch will make a great addition to your book bag or jacket.  The patch can be ironed on or sewn on.  If you are ironing it on, please iron on from the garment side (through the inside of the garment) rather than through the patch.  Iron 5 to 10 seconds on SILK setting, no steam.  The embroidered patch will set up after it is cooled.  It is strongly recommended that you sew this patch on even if using the iron-on adhesive to give it more durability.The overall size of this round twill embroidered patch is 3 3/4 inches wide by 3 3/4 inches tall, that is 9.5 cm by 9.5 cm.  The embroidered colors used in this patch are shades of blue, shades of green, white, denim blue and black.  The embroidery thread is rayon.  When washing, please DO NOT USE BLEACH.  Wash cold water, delicate cycle, dry low.Your new ""WE WANT WORLD PEACE"" twill patch will be shipped USPS First Class Mail.To look at my shop, please click on this linkwww.etsy.com/shop/ChickaTweeBagsEtcPlease visit my new Etsy shop ChickaTwee.  I offer embroidered personalized gifts for special occasions such as framed art and pillows.  The link is belowwww.etsy.com/shop/ChickaTwee            
        "
"212","2.00","
                            They about 4"" by 4"" punk patches on thick  black fabricI have more patcheshttp://www.etsy.com/shop/BADTASTECLUB?section_id=11219073            
        "
